"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1278294671828176899","https://twitter.com/dsunderhood/status/1278294671828176899","Есть ещё грязный хак, кластеризовать такие прямоугольники, научить на них деревья, и из них сделать уже ручные правила для кластеризации. Повторяйте на свой страх и риск.","2020-07-01 11:49 +0000","1400.0","22.0","0.015714285714285715","0.0","0.0","1.0","3.0","0.0","0.0","18.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1278294417611395072","https://twitter.com/dsunderhood/status/1278294417611395072","А вообще частенько получаются прямо отдельные прямоугольнички связанные общими свойствами и разделённые пустым пространством.","2020-07-01 11:48 +0000","1430.0","4.0","0.002797202797202797","0.0","1.0","1.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1278294295867514880","https://twitter.com/dsunderhood/status/1278294295867514880","Тут данные после всех этих этапов и автоэнкодера раскрашены по времени. Так как это признак с самым большим масштабом и особо не связан с остальными свойствами, автоэнкодер просто взял и растянул по нему все данные.","2020-07-01 11:48 +0000","629.0","18.0","0.028616852146263912","0.0","1.0","1.0","0.0","0.0","0.0","16.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1278294037448056832","https://twitter.com/dsunderhood/status/1278294037448056832","Не нашёл картинку с хорошим примером, поэтому пусть будет не самый хороший. Заодно напоминание: всегда выкидывайте время из данных перед всеми этими трюками. https://t.co/D3dDIGwdii","2020-07-01 11:47 +0000","705.0","64.0","0.09078014184397164","0.0","1.0","1.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","59","59","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1278293865091477504","https://twitter.com/dsunderhood/status/1278293865091477504","Но от признаков разной природы это плохо спасает. А вот автоэнкодеры тут вывозят отлично.","2020-07-01 11:46 +0000","654.0","5.0","0.00764525993883792","0.0","1.0","1.0","2.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1278293443274592257","https://twitter.com/dsunderhood/status/1278293443274592257","План в итоге такой: берём и эмбеддим всё, что неевклидово, конкатенируем с тем, что евклидово и пихаем куда-то в снижалку размерности. По пути можно построить график и раскрасить его по разным признакам.","2020-07-01 11:44 +0000","653.0","7.0","0.010719754977029096","0.0","1.0","1.0","0.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1278292821586345984","https://twitter.com/dsunderhood/status/1278292821586345984","@Mrchair2170 Это негативный, да. Мне нравится, что это путь вслепую, поэтому есть азарт решать. А не так, что быстренько сделал бейзлайн, а потом тюнишь и улучшаешь. Надо хорошо въезжать в природу данных.","2020-07-01 11:42 +0000","24.0","1.0","0.041666666666666664","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1278292426768121857","https://twitter.com/dsunderhood/status/1278292426768121857","Наверняка можно что-то подобное выжать и из tSNE, но это сложно.","2020-07-01 11:40 +0000","685.0","5.0","0.0072992700729927005","0.0","1.0","1.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1278292147435900928","https://twitter.com/dsunderhood/status/1278292147435900928","UMAP сломал геометрию, но задачу выполнил. Он отделил фон и разобрал на части и сгруппировал Рикардо. https://t.co/b9DiCnoi5O","2020-07-01 11:39 +0000","761.0","77.0","0.1011826544021025","0.0","1.0","4.0","2.0","0.0","0.0","11.0","0.0","0","0","0","0","0","59","59","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1278291945471774726","https://twitter.com/dsunderhood/status/1278291945471774726","И это похоже на просто помятую бумажку. Там в исходном датасете просто добавлены две лишние размерности. IVIS всё просто смял, и далёкие друг от друга точки наложились друг на друга в результате.","2020-07-01 11:38 +0000","678.0","9.0","0.01327433628318584","0.0","1.0","1.0","0.0","0.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1278291665409773570","https://twitter.com/dsunderhood/status/1278291665409773570","Тут я постил, что оно сделало с Рикардо https://t.co/VCz3khWWDq","2020-07-01 11:37 +0000","709.0","5.0","0.007052186177715092","0.0","1.0","2.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
