"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1267167007184740352","https://twitter.com/dsunderhood/status/1267167007184740352","🔥Архив этой недели уже доступен для чтения! 
https://t.co/ShHO96vrVL

Ждем нового автора","2020-05-31 18:52 +0000","1430.0","59.0","0.04125874125874126","0.0","0.0","1.0","3.0","40.0","0.0","15.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1267148909526364160","https://twitter.com/dsunderhood/status/1267148909526364160","Я прощаюсь с вами дорогие читатели, была любопытная неделька. Меня можно найти тут: @Gang1man , подключайтесь к https://t.co/YbftVOKIie . Пишите если есть работа для опытного консультанта в DS/ML/AI . Помогайте c OSS на https://t.co/yIIUXrvpj9 , вместе победим. Удачи.","2020-05-31 17:40 +0000","1707.0","86.0","0.05038078500292911","0.0","0.0","11.0","25.0","31.0","0.0","19.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1267087839038185477","https://twitter.com/dsunderhood/status/1267087839038185477","@Mrchair2170 @nick434434 Радикально согласен, математика - не наука, это язык описания моделей или набор абстрактных методов исполняемый людьми когнитивно.","2020-05-31 13:37 +0000","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1267079854928859137","https://twitter.com/dsunderhood/status/1267079854928859137","@nick434434 Касается философского вопроса, ""математику создают или открывают"" (""is mathematics discovered or invented""). Я убежден что открывают, потому что каждый набор аксиом создаёт свою ""математическую вселенную"" и она верна для всех кто согласился на эти аксиомы.","2020-05-31 13:05 +0000","27.0","3.0","0.1111111111111111","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266888962351734785","https://twitter.com/dsunderhood/status/1266888962351734785","Возможно самое старое machine learning demo. С неким Клодом Шеноном ))
https://t.co/AKVwNaYkVQ
И любопытная статья где предаставляют контекст и перспективу.
https://t.co/m3Twc3zkCJ","2020-05-31 00:27 +0000","1656.0","41.0","0.024758454106280192","1.0","0.0","2.0","9.0","17.0","0.0","12.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266885081299369984","https://twitter.com/dsunderhood/status/1266885081299369984","В MIT был очень крутой курс про антропологию вычислений. Очень тяжело вообразить как история развивалась и что делали люди что бы создавать разные вычислительные устройства, кулиминирующие в современных компьютерах. https://t.co/1nuQZ43m7n","2020-05-31 00:11 +0000","1077.0","21.0","0.019498607242339833","0.0","0.0","8.0","5.0","6.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266856338618904577","https://twitter.com/dsunderhood/status/1266856338618904577","Человеческие организации - это компьютеры которые используют поведение людей как свои вычисления, понятия программирования,  памяти, скорости вычислений - принимают новые оттенки. Налоговая система например - это алгоритм. Современные мега корпорации - это уже суперинтеллект.","2020-05-30 22:17 +0000","1402.0","7.0","0.004992867332382311","0.0","1.0","3.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266855574957895680","https://twitter.com/dsunderhood/status/1266855574957895680","Что бы понять эти идеи подрбнее, рекомендую почитать эту любопытную книгу ""Computing Without Computers: A Gentle Introduction to Computer Programming, Data Structures and Algorithms""

https://t.co/HDOqK7c3NC","2020-05-30 22:14 +0000","654.0","28.0","0.04281345565749235","0.0","1.0","4.0","3.0","15.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266855268287119360","https://twitter.com/dsunderhood/status/1266855268287119360","1/3 Другая сторона Модельного Мышления - Алгоритмическое Мышление. Многие не понимают что компьютеры/калькуляторы - это лишь самый очевидный пример того что такое вычисление. Фундаментально все физические процессы с определенными свойствами - являются вычислениями.","2020-05-30 22:13 +0000","2224.0","124.0","0.05575539568345324","0.0","1.0","12.0","10.0","0.0","0.0","101.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266850101768736775","https://twitter.com/dsunderhood/status/1266850101768736775","Есть еще статья ответ на статью @evgenymorozov  https://t.co/Lr3RhbDZQ1 , но там больше политические аргументы а не про свойства технологий и их роль в различных идеологиях.","2020-05-30 21:52 +0000","957.0","3.0","0.003134796238244514","0.0","0.0","0.0","2.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
